세세분류명,KSIC,업종구분,EFIS
매니저업,73901,전문과학기술,57
번역 및 통역서비스업,73902,전문과학기술,57
사업 및 무형 재산권 중개업,73903,전문과학기술,57
"물품 감정, 계량 및 견본 추출업",73904,전문과학기술,57
"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",73909,전문과학기술,57
사업시설 유지·관리 서비스업,74100,사업시설관리서비스,58
건축물 일반 청소업,74211,사업시설관리서비스,58
"산업설비, 운송장비 및 공공장소 청소업",74212,사업시설관리서비스,58
"소독, 구충 및 방제 서비스업",74220,사업시설관리서비스,58
조경 관리 및 유지 서비스업,74300,사업시설관리서비스,58
고용 알선업,75110,사업지원,59
임시 및 일용 인력 공급업,75121,사업지원,59
상용 인력 공급 및 인사관리 서비스업,75122,사업지원,59
여행사업,75210,사업지원,59
기타 여행보조 및 예약 서비스업,75290,사업지원,59
경비 및 경호 서비스업,75310,사업지원,59
보안시스템 서비스업,75320,사업지원,59
탐정 및 조사 서비스업,75330,사업지원,59
문서 작성업,75911,사업지원,59
복사업,75912,사업지원,59
기타 사무지원 서비스업,75919,사업지원,59
콜센터 및 텔레마케팅 서비스업,75991,사업지원,59
"전시, 컨벤션 및 행사 대행업",75992,사업지원,59
신용조사 및 추심 대행업,75993,사업지원,59
포장 및 충전업,75994,사업지원,59
그 외 기타 분류 안된 사업지원 서비스업,75999,사업지원,59
자동차 임대업,76110,임대,60
기타 운송장비 임대업,76190,임대,60
스포츠 및 레크리에이션 용품 임대업,76210,임대,60
음반 및 비디오물 임대업,76220,임대,60
서적 임대업,76291,임대,60
의류 임대업,76292,임대,60
그 외 기타 개인 및 가정용품 임대업,76299,임대,60
건설 및 토목공사용 기계·장비 임대업,76310,임대,60
컴퓨터 및 사무용 기계·장비 임대업,76320,임대,60
기타 산업용 기계 및 장비 임대업,76390,임대,60
무형재산권 임대업,76400,임대,60
입법기관,84111,공공행정,61
중앙 최고 집행기관,84112,공공행정,61
지방행정 집행기관,84113,공공행정,61
재정 및 경제정책 행정,84114,공공행정,61
기타 일반 공공 행정,84119,공공행정,61
정부기관 일반 보조 행정,84120,공공행정,61
교육 행정,84211,공공행정,61
문화 및 관광 행정,84212,공공행정,61
환경 행정,84213,공공행정,61
보건 및 복지 행정,84214,공공행정,61
기타 사회서비스 관리 행정,84219,공공행정,61
노동 행정,84221,공공행정,61
농림수산 행정,84222,공공행정,61
건설 및 운송 행정,84223,공공행정,61
우편 및 통신행정,84224,공공행정,61
기타 산업진흥 행정,84229,공공행정,61
외무 행정,84310,공공행정,61
국방 행정,84320,공공행정,61
법원,84401,공공행정,61
검찰,84402,공공행정,61
교도기관,84403,공공행정,61
경찰,84404,공공행정,61
소방서,84405,공공행정,61
기타 사법 및 공공질서 행정,84409,공공행정,61
사회보장 행정,84500,공공행정,61
유아 교육기관,85110,교육,62
초등학교,85120,교육,62
중학교,85211,교육,62
일반 고등학교,85212,교육,62
상업 및 정보산업 특성화 고등학교,85221,교육,62
공업 특성화 고등학교,85222,교육,62
기타 특성화 고등학교,85229,교육,62
전문대학,85301,교육,62
대학교,85302,교육,62
대학원,85303,교육,62
특수학교,85410,교육,62
외국인 학교,85420,교육,62
대안학교,85430,교육,62
일반 교과 학원,85501,교육,62
방문 교육 학원,85502,교육,62
온라인 교육 학원,85503,교육,62
태권도 및 무술 교육기관,85611,교육,62
기타 스포츠 교육기관,85612,교육,62
레크리에이션 교육기관,85613,교육,62
청소년 수련시설 운영업,85614,교육,62
음악학원,85621,교육,62
미술학원,85622,교육,62
기타 예술학원,85629,교육,62
외국어학원,85631,교육,62
기타 교습학원,85632,교육,62
사회교육시설,85640,교육,62
직원훈련기관,85650,교육,62
운전학원,85661,교육,62
기타 기술 및 직업훈련 학원,85669,교육,62
컴퓨터 학원,85691,교육,62
그 외 기타 분류 안된 교육기관,85699,교육,62
교육 관련 자문 및 평가업,85701,교육,62
기타 교육 지원 서비스업,85709,교육,62
종합병원,86101,의료보건,63
일반병원,86102,의료보건,63
치과병원,86103,의료보건,63
한방병원,86104,의료보건,63
요양병원,86105,의료보건,63
일반의원,86201,의료보건,63
치과의원,86202,의료보건,63
한의원,86203,의료보건,63
방사선 진단 및 병리 검사 의원,86204,의료보건,63
공중 보건 의료업,86300,의료보건,63
앰뷸런스 서비스업,86901,의료보건,63
유사 의료업,86902,의료보건,63
그 외 기타 보건업,86909,의료보건,63
노인 요양 복지시설 운영업,87111,사회복지,64
노인 양로 복지시설 운영업,87112,사회복지,64
신체 부자유자 거주 복지시설 운영업,87121,사회복지,64
"정신질환, 정신지체 및 약물 중독자 거주 복지시설 운영업",87122,사회복지,64
아동 및 부녀자 거주 복지시설 운영업,87131,사회복지,64
그 외 기타 거주 복지 시설 운영업,87139,사회복지,64
보육시설 운영업,87210,사회복지,64
직업재활원 운영업,87291,사회복지,64
종합복지관 운영업,87292,사회복지,64
방문 복지서비스 제공업,87293,사회복지,64
사회복지 상담서비스 제공업,87294,사회복지,64
그 외 기타 비거주 복지 서비스업,87299,사회복지,64
공연시설 운영업,90110,예술스포츠여가,65
연극단체,90121,예술스포츠여가,65
무용 및 음악단체,90122,예술스포츠여가,65
기타 공연단체,90123,예술스포츠여가,65
공연 예술가,90131,예술스포츠여가,65
비공연 예술가,90132,예술스포츠여가,65
공연 기획업,90191,예술스포츠여가,65
공연 및 제작 관련 대리업,90192,예술스포츠여가,65
그 외 기타 창작 및 예술 관련 서비스업,90199,예술스포츠여가,65
도서관 및 기록보존소 운영업,90211,예술스포츠여가,65
독서실 운영업,90212,예술스포츠여가,65
박물관 운영업,90221,예술스포츠여가,65
사적지 관리 운영업,90222,예술스포츠여가,65
식물원 및 동물원 운영업,90231,예술스포츠여가,65
자연공원 운영업,90232,예술스포츠여가,65
기타 유사 여가 관련 서비스업,90290,예술스포츠여가,65
실내 경기장 운영업,91111,예술스포츠여가,65
실외 경기장 운영업,91112,예술스포츠여가,65
경주장 및 동물 경기장 운영업,91113,예술스포츠여가,65
골프장 운영업,91121,예술스포츠여가,65
스키장 운영업,91122,예술스포츠여가,65
종합 스포츠시설 운영업,91131,예술스포츠여가,65
체력단련시설 운영업,91132,예술스포츠여가,65
수영장 운영업,91133,예술스포츠여가,65
볼링장 운영업,91134,예술스포츠여가,65
당구장 운영업,91135,예술스포츠여가,65
골프연습장 운영업,91136,예술스포츠여가,65
그 외 기타 스포츠 시설 운영업,91139,예술스포츠여가,65
스포츠 클럽 운영업,91191,예술스포츠여가,65
그 외 기타 스포츠 서비스업,91199,예술스포츠여가,65
유원지 및 테마파크 운영업,91210,예술스포츠여가,65
전자 게임장 운영업,91221,예술스포츠여가,65
컴퓨터 게임방 운영업,91222,예술스포츠여가,65
노래연습장 운영업,91223,예술스포츠여가,65
기타 오락장 운영업,91229,예술스포츠여가,65
낚시장 운영업,91231,예술스포츠여가,65
기타 수상오락 서비스업,91239,예술스포츠여가,65
복권 발행 및 판매업,91241,예술스포츠여가,65
기타 사행시설 관리 및 운영업,91249,예술스포츠여가,65
무도장 운영업,91291,예술스포츠여가,65
체육공원 및 유사 공원 운영업,91292,예술스포츠여가,65
기원 운영업,91293,예술스포츠여가,65
그 외 기타 분류 안된 오락관련 서비스업,91299,예술스포츠여가,65
산업 단체,94110,기타 서비스,66
전문가 단체,94120,기타 서비스,66
노동조합,94200,기타 서비스,66
불교 단체,94911,기타 서비스,66
기독교 단체,94912,기타 서비스,66
천주교 단체,94913,기타 서비스,66
민족종교 단체,94914,기타 서비스,66
기타 종교 단체,94919,기타 서비스,66
정치 단체,94920,기타 서비스,66
환경운동 단체,94931,기타 서비스,66
기타 시민운동 단체,94939,기타 서비스,66
그 외 기타 협회 및 단체,94990,기타 서비스,66
컴퓨터 및 주변기기 수리업,95110,기타 서비스,66
통신장비 수리업,95120,기타 서비스,66
자동차 종합 수리업,95211,기타 서비스,66
자동차 전문 수리업,95212,기타 서비스,66
자동차 세차업,95213,기타 서비스,66
모터사이클 수리업,95220,기타 서비스,66
가전제품 수리업,95310,기타 서비스,66
의복 및 기타 가정용 직물제품 수리업,95391,기타 서비스,66
"가죽, 가방 및 신발 수리업",95392,기타 서비스,66
"시계, 귀금속 및 악기 수리업",95393,기타 서비스,66
그 외 기타 개인 및 가정용품 수리업,95399,기타 서비스,66
이용업,96111,기타 서비스,66
두발미용업,96112,기타 서비스,66
피부미용업,96113,기타 서비스,66
기타 미용업,96119,기타 서비스,66
욕탕업,96121,기타 서비스,66
마사지업,96122,기타 서비스,66
체형 등 기타 신체관리 서비스업,96129,기타 서비스,66
산업용 세탁업,96911,기타 서비스,66
가정용 세탁업,96912,기타 서비스,66
세탁물 공급업,96913,기타 서비스,66
장례식장 및 장의관련 서비스업,96921,기타 서비스,66
"화장터 운영, 묘지 분양 및 관리업",96922,기타 서비스,66
예식장업,96991,기타 서비스,66
점술 및 유사 서비스업,96992,기타 서비스,66
개인 간병 및 유사 서비스업,96993,기타 서비스,66
결혼 상담 및 준비 서비스업,96994,기타 서비스,66
애완동물 장묘 및 보호 서비스업,96995,기타 서비스,66
그 외 기타 달리 분류 되지 않은 개인 서비스업,96999,기타 서비스,66
가구 내 고용활동,97000,기타 서비스,66
자가 소비를 위한 가사 생산 활동,98100,기타 서비스,66
자가 소비를 위한 가사 서비스 활동,98200,기타 서비스,66
주한 외국공관,99001,기타 서비스,66
기타 국제 및 외국기관,99009,기타 서비스,66
