SOI_CD,SOI_NM,ITT_CD,ITT_NM,SOI_NM2, SOI_CD2,,,,
85,새마을금고,1658,종암２동새마을금고,제2금융권,2,,,,
85,새마을금고,1659,장위１동새마을금고,제2금융권,2,,,,
85,새마을금고,1660,장위２동새마을금고,제2금융권,2,,,,
85,새마을금고,1661,장위３동새마을금고,제2금융권,2,,,,
85,새마을금고,1662,석관동새마을금고,제2금융권,2,,,,
85,새마을금고,1665,강북（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1666,노원（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1667,도봉새마을금고,제2금융권,2,,,,
85,새마을금고,1668,월곡（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1669,제기동새마을금고,제2금융권,2,,,,
85,새마을금고,1670,목２동새마을금고,제2금융권,2,,,,
85,새마을금고,1673,금빛새마을금고,제2금융권,2,,,,
85,새마을금고,1674,신목동새마을금고,제2금융권,2,,,,
85,새마을금고,1675,신오새마을금고,제2금융권,2,,,,
85,새마을금고,1676,신정중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1679,염창동새마을금고,제2금융권,2,,,,
85,새마을금고,1680,화곡새마을금고,제2금융권,2,,,,
85,새마을금고,1681,가양동새마을금고,제2금융권,2,,,,
85,새마을금고,1682,우장산새마을금고,제2금융권,2,,,,
85,새마을금고,1683,등촌동새마을금고,제2금융권,2,,,,
85,새마을금고,1684,세종새마을금고,제2금융권,2,,,,
85,새마을금고,1685,신도림새마을금고,제2금융권,2,,,,
85,새마을금고,1686,구로２동새마을금고,제2금융권,2,,,,
85,새마을금고,1687,구로３동새마을금고,제2금융권,2,,,,
85,새마을금고,1689,구로５동새마을금고,제2금융권,2,,,,
85,새마을금고,1690,구로６동새마을금고,제2금융권,2,,,,
85,새마을금고,1692,가리봉２동새마을금고,제2금융권,2,,,,
85,새마을금고,1693,고척１동새마을금고,제2금융권,2,,,,
85,새마을금고,1694,고척２동새마을금고,제2금융권,2,,,,
85,새마을금고,1695,개봉동새마을금고,제2금융권,2,,,,
85,새마을금고,1696,오류１동새마을금고,제2금융권,2,,,,
85,새마을금고,1697,오류２동새마을금고,제2금융권,2,,,,
85,새마을금고,1705,영등포１동새마을금고,제2금융권,2,,,,
85,새마을금고,1706,영등포중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1707,영등포제일새마을금고,제2금융권,2,,,,
85,새마을금고,1708,영등포당산새마을금고,제2금융권,2,,,,
85,새마을금고,1709,도림１동새마을금고,제2금융권,2,,,,
85,새마을금고,1710,도림２동새마을금고,제2금융권,2,,,,
85,새마을금고,1711,문래동새마을금고,제2금융권,2,,,,
85,새마을금고,1713,양평동새마을금고,제2금융권,2,,,,
85,새마을금고,1714,신길１동새마을금고,제2금융권,2,,,,
85,새마을금고,1715,신길２동새마을금고,제2금융권,2,,,,
85,새마을금고,1716,신길３，５동새마을금고,제2금융권,2,,,,
85,새마을금고,1718,신길중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1719,대림동새마을금고,제2금융권,2,,,,
85,새마을금고,1720,여의도 새마을금고,제2금융권,2,,,,
85,새마을금고,1721,국회새마을금고,제2금융권,2,,,,
85,새마을금고,1732,노들새마을금고,제2금융권,2,,,,
85,새마을금고,1733,노량진새마을금고,제2금융권,2,,,,
85,새마을금고,1734,상도 새마을금고,제2금융권,2,,,,
85,새마을금고,1736,한강새마을금고,제2금융권,2,,,,
85,새마을금고,1737,상도중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1738,흑석새마을금고,제2금융권,2,,,,
85,새마을금고,1739,서달로새마을금고,제2금융권,2,,,,
85,새마을금고,1740,동작새마을금고,제2금융권,2,,,,
85,새마을금고,1741,남서울새마을금고,제2금융권,2,,,,
85,새마을금고,1743,사당새마을금고,제2금융권,2,,,,
85,새마을금고,1744,신대방새마을금고,제2금융권,2,,,,
85,새마을금고,1745,신대방２동새마을금고,제2금융권,2,,,,
85,새마을금고,1746,대방（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1747,노량진수산시장새마을금고,제2금융권,2,,,,
85,새마을금고,1748,은천새마을금고,제2금융권,2,,,,
85,새마을금고,1749,당곡새마을금고,제2금융권,2,,,,
85,새마을금고,1750,관악새마을금고,제2금융권,2,,,,
85,새마을금고,1751,봉천５동새마을금고,제2금융권,2,,,,
85,새마을금고,1752,낙성대새마을금고,제2금융권,2,,,,
85,새마을금고,1753,관악중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1754,난곡새마을금고,제2금융권,2,,,,
85,새마을금고,1756,신림５동새마을금고,제2금융권,2,,,,
85,새마을금고,1757,원신새마을금고,제2금융권,2,,,,
85,새마을금고,1758,난향새마을금고,제2금융권,2,,,,
85,새마을금고,1760,신신새마을금고,제2금융권,2,,,,
85,새마을금고,1761,독산１동새마을금고,제2금융권,2,,,,
85,새마을금고,1762,금천서부새마을금고,제2금융권,2,,,,
85,새마을금고,1763,독산본동새마을금고,제2금융권,2,,,,
85,새마을금고,1764,금천남부새마을금고,제2금융권,2,,,,
85,새마을금고,1765,시흥새마을금고,제2금융권,2,,,,
85,새마을금고,1770,성동우리새마을금고,제2금융권,2,,,,
85,새마을금고,1771,왕십리중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1773,행당새마을금고,제2금융권,2,,,,
85,새마을금고,1774,행당２동새마을금고,제2금융권,2,,,,
85,새마을금고,1775,성동중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1776,금호（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1777,금４새마을금고,제2금융권,2,,,,
85,새마을금고,1778,옥수새마을금고,제2금융권,2,,,,
85,새마을금고,1779,성수１가１동새마을금고,제2금융권,2,,,,
85,새마을금고,1780,성수２가１동새마을금고,제2금융권,2,,,,
85,새마을금고,1781,용답동새마을금고,제2금융권,2,,,,
85,새마을금고,1782,성수새마을금고,제2금융권,2,,,,
85,새마을금고,1784,서울축산,제2금융권,2,,,,
85,새마을금고,1785,풍납 새마을금고,제2금융권,2,,,,
85,새마을금고,1786,마천새마을금고,제2금융권,2,,,,
85,새마을금고,1787,송파중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1788,서울송파새마을금고,제2금융권,2,,,,
85,새마을금고,1789,가락새마을금고,제2금융권,2,,,,
85,새마을금고,1790,잠실새마을금고,제2금융권,2,,,,
85,새마을금고,1791,강동수산（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1794,개인택시조합（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1795,서울강동새마을금고,제2금융권,2,,,,
85,새마을금고,1796,천호새마을금고,제2금융권,2,,,,
85,새마을금고,1798,성동새마을금고,제2금융권,2,,,,
85,새마을금고,1799,송파새마을금고,제2금융권,2,,,,
85,새마을금고,1800,서초중앙새마을금고,제2금융권,2,,,,
85,새마을금고,1801,반포본동새마을금고,제2금융권,2,,,,
85,새마을금고,1802,서초제일새마을금고,제2금융권,2,,,,
85,새마을금고,1805,신반포터미널새마을금고,제2금융권,2,,,,
85,새마을금고,1806,청담동새마을금고,제2금융권,2,,,,
85,새마을금고,1807,대왕새마을금고,제2금융권,2,,,,
85,새마을금고,1808,대치동새마을금고,제2금융권,2,,,,
85,새마을금고,1810,영동（서울）새마을금고,제2금융권,2,,,,
85,새마을금고,1817,광진자양새마을금고,제2금융권,2,,,,
85,새마을금고,1818,화양동새마을금고,제2금융권,2,,,,
85,새마을금고,1819,송정군자새마을금고,제2금융권,2,,,,
85,새마을금고,1820,중곡１동새마을금고,제2금융권,2,,,,
85,새마을금고,1821,중곡２，４동새마을금고,제2금융권,2,,,,
85,새마을금고,1822,중곡３동새마을금고,제2금융권,2,,,,
85,새마을금고,1823,능동새마을금고,제2금융권,2,,,,
85,새마을금고,1824,구의동새마을금고,제2금융권,2,,,,
85,새마을금고,1825,광장구의２동새마을금고,제2금융권,2,,,,
85,새마을금고,1826,자양１동새마을금고,제2금융권,2,,,,
85,새마을금고,1827,자양２，３동새마을금고,제2금융권,2,,,,
85,새마을금고,1832,신강동새마을금고,제2금융권,2,,,,
85,새마을금고,1834,의령정암새마을금고,제2금융권,2,,,,
85,새마을금고,1836,신길새마을금고,제2금융권,2,,,,
85,새마을금고,1837,남대문충무로새마을금고,제2금융권,2,,,,
85,새마을금고,1838,마포공덕새마을금고,제2금융권,2,,,,
85,새마을금고,2003,대청새마을금고,제2금융권,2,,,,
85,새마을금고,2005,중부산새마을금고,제2금융권,2,,,,
85,새마을금고,2006,부평새마을금고,제2금융권,2,,,,
85,새마을금고,2007,자갈치새마을금고,제2금융권,2,,,,
85,새마을금고,2009,영주１동새마을금고,제2금융권,2,,,,
85,새마을금고,2010,중구중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2011,국제시장새마을금고,제2금융권,2,,,,
85,새마을금고,2013,부산구덕새마을금고,제2금융권,2,,,,
85,새마을금고,2016,서구중앙 새마을금고,제2금융권,2,,,,
85,새마을금고,2017,서대신３동새마을금고,제2금융권,2,,,,
85,새마을금고,2020,새부산새마을금고,제2금융권,2,,,,
85,새마을금고,2022,천마새마을금고,제2금융권,2,,,,
85,새마을금고,2026,남부민３동새마을금고,제2금융권,2,,,,
85,새마을금고,2027,송남（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2029,초량새마을금고,제2금융권,2,,,,
85,새마을금고,2032,초량４동새마을금고,제2금융권,2,,,,
85,새마을금고,2033,동구중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2034,수정새마을금고,제2금융권,2,,,,
85,새마을금고,2035,수정２동새마을금고,제2금융권,2,,,,
85,새마을금고,2036,수정３동새마을금고,제2금융권,2,,,,
85,새마을금고,2041,범일동새마을금고,제2금융권,2,,,,
85,새마을금고,2042,범일２동새마을금고,제2금융권,2,,,,
85,새마을금고,2044,범일５동새마을금고,제2금융권,2,,,,
85,새마을금고,2045,범곡새마을금고,제2금융권,2,,,,
85,새마을금고,2048,부산진시장새마을금고,제2금융권,2,,,,
85,새마을금고,2051,연희（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2053,영도중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2056,한아름새마을금고,제2금융권,2,,,,
85,새마을금고,2060,태종대새마을금고,제2금융권,2,,,,
85,새마을금고,2061,영도새마을금고,제2금융권,2,,,,
85,새마을금고,2062,동삼동새마을금고,제2금융권,2,,,,
85,새마을금고,2065,대연４동새마을금고,제2금융권,2,,,,
85,새마을금고,2066,대연중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2067,대연６동새마을금고,제2금융권,2,,,,
85,새마을금고,2068,용호（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2069,남부새마을금고,제2금융권,2,,,,
85,새마을금고,2070,용당동（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2071,남부산새마을금고,제2금융권,2,,,,
85,새마을금고,2072,감만동새마을금고,제2금융권,2,,,,
85,새마을금고,2073,우암동（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2074,남부중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2075,문현새마을금고,제2금융권,2,,,,
85,새마을금고,2076,금융단지새마을금고,제2금융권,2,,,,
85,새마을금고,2077,문현３동새마을금고,제2금융권,2,,,,
85,새마을금고,2078,문현４동새마을금고,제2금융권,2,,,,
85,새마을금고,2080,용주새마을금고,제2금융권,2,,,,
85,새마을금고,2084,신괴정새마을금고,제2금융권,2,,,,
85,새마을금고,2085,괴정２동새마을금고,제2금융권,2,,,,
85,새마을금고,2086,괴정３동새마을금고,제2금융권,2,,,,
85,새마을금고,2087,부산서부새마을금고,제2금융권,2,,,,
85,새마을금고,2088,서사하새마을금고,제2금융권,2,,,,
85,새마을금고,2090,장림동새마을금고,제2금융권,2,,,,
85,새마을금고,2091,다대동새마을금고,제2금융권,2,,,,
85,새마을금고,2093,사하중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2094,감천２동새마을금고,제2금융권,2,,,,
85,새마을금고,2095,남천동새마을금고,제2금융권,2,,,,
85,새마을금고,2096,수영새마을금고,제2금융권,2,,,,
85,새마을금고,2097,수영중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2099,광안새마을금고,제2금융권,2,,,,
85,새마을금고,2100,민락동새마을금고,제2금융권,2,,,,
85,새마을금고,2101,부전１동새마을금고,제2금융권,2,,,,
85,새마을금고,2102,부전새마을금고,제2금융권,2,,,,
85,새마을금고,2104,연지동（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2105,초읍동새마을금고,제2금융권,2,,,,
85,새마을금고,2106,시민공원새마을금고,제2금융권,2,,,,
85,새마을금고,2107,전포１동새마을금고,제2금융권,2,,,,
85,새마을금고,2108,전포２동새마을금고,제2금융권,2,,,,
85,새마을금고,2109,전포３동새마을금고,제2금융권,2,,,,
85,새마을금고,2110,전포새마을금고,제2금융권,2,,,,
85,새마을금고,2111,부암동새마을금고,제2금융권,2,,,,
85,새마을금고,2112,당감１동새마을금고,제2금융권,2,,,,
85,새마을금고,2113,당감２동새마을금고,제2금융권,2,,,,
85,새마을금고,2114,당감４동새마을금고,제2금융권,2,,,,
85,새마을금고,2115,가야１동새마을금고,제2금융권,2,,,,
85,새마을금고,2116,개금동새마을금고,제2금융권,2,,,,
85,새마을금고,2117,개금２동새마을금고,제2금융권,2,,,,
85,새마을금고,2118,범천중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2119,범천２동새마을금고,제2금융권,2,,,,
85,새마을금고,2120,범천동새마을금고,제2금융권,2,,,,
85,새마을금고,2121,가야２동새마을금고,제2금융권,2,,,,
85,새마을금고,2123,당감동새마을금고,제2금융권,2,,,,
85,새마을금고,2124,양정새마을금고,제2금융권,2,,,,
85,새마을금고,2125,가야새마을금고,제2금융권,2,,,,
85,새마을금고,2126,부암３동새마을금고,제2금융권,2,,,,
85,새마을금고,2130,부산평화새마을금고,제2금융권,2,,,,
85,새마을금고,2131,수민동새마을금고,제2금융권,2,,,,
85,새마을금고,2132,복산동새마을금고,제2금융권,2,,,,
85,새마을금고,2133,명륜동（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2135,온천새마을금고,제2금융권,2,,,,
85,새마을금고,2136,온천３동새마을금고,제2금융권,2,,,,
85,새마을금고,2137,사직３동새마을금고,제2금융권,2,,,,
85,새마을금고,2138,사직２동새마을금고,제2금융권,2,,,,
85,새마을금고,2139,안락새마을금고,제2금융권,2,,,,
85,새마을금고,2140,명장１동새마을금고,제2금융권,2,,,,
85,새마을금고,2141,사직１동새마을금고,제2금융권,2,,,,
85,새마을금고,2142,명장２동새마을금고,제2금융권,2,,,,
85,새마을금고,2143,부산화명새마을금고,제2금융권,2,,,,
85,새마을금고,2144,덕천동새마을금고,제2금융권,2,,,,
85,새마을금고,2146,구포동새마을금고,제2금융권,2,,,,
85,새마을금고,2147,만덕２，３동새마을금고,제2금융권,2,,,,
85,새마을금고,2150,해운대중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2152,우리새마을금고,제2금융권,2,,,,
85,새마을금고,2153,장산새마을금고,제2금융권,2,,,,
85,새마을금고,2154,해운대새마을금고,제2금융권,2,,,,
85,새마을금고,2155,송정동（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2156,반여１，４동새마을금고,제2금융권,2,,,,
85,새마을금고,2158,반여３동새마을금고,제2금융권,2,,,,
85,새마을금고,2160,반송새마을금고,제2금융권,2,,,,
85,새마을금고,2161,동부산새마을금고,제2금융권,2,,,,
85,새마을금고,2162,센텀새마을금고,제2금융권,2,,,,
85,새마을금고,2168,정관새마을금고,제2금융권,2,,,,
85,새마을금고,2169,기장새마을금고,제2금융권,2,,,,
85,새마을금고,2173,새우리새마을금고,제2금융권,2,,,,
85,새마을금고,2174,서동새마을금고,제2금융권,2,,,,
85,새마을금고,2175,금사동새마을금고,제2금융권,2,,,,
85,새마을금고,2176,부곡동（부산）새마을금고,제2금융권,2,,,,
85,새마을금고,2178,장전３동새마을금고,제2금융권,2,,,,
85,새마을금고,2180,청룡동새마을금고,제2금융권,2,,,,
85,새마을금고,2182,구서１동새마을금고,제2금융권,2,,,,
85,새마을금고,2186,금정새마을금고,제2금융권,2,,,,
85,새마을금고,2190,아시아드새마을금고,제2금융권,2,,,,
85,새마을금고,2191,거제３동새마을금고,제2금융권,2,,,,
85,새마을금고,2192,거제４동새마을금고,제2금융권,2,,,,
85,새마을금고,2193,연산１，８，９동새마을금고,제2금융권,2,,,,
85,새마을금고,2194,연산２동새마을금고,제2금융권,2,,,,
85,새마을금고,2195,연산３동새마을금고,제2금융권,2,,,,
85,새마을금고,2196,연산로터리새마을금고,제2금융권,2,,,,
85,새마을금고,2197,연산５동새마을금고,제2금융권,2,,,,
85,새마을금고,2198,연산６동새마을금고,제2금융권,2,,,,
85,새마을금고,2199,연산７동새마을금고,제2금융권,2,,,,
85,새마을금고,2200,부산개인택시조합새마을금고,제2금융권,2,,,,
85,새마을금고,2201,늘푸른사상새마을금고,제2금융권,2,,,,
85,새마을금고,2202,사상중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2203,괘법동새마을금고,제2금융권,2,,,,
85,새마을금고,2204,부산제일새마을금고,제2금융권,2,,,,
85,새마을금고,2205,백양새마을금고,제2금융권,2,,,,
85,새마을금고,2206,부산주례새마을금고,제2금융권,2,,,,
85,새마을금고,2207,주례２동새마을금고,제2금융권,2,,,,
85,새마을금고,2208,승학새마을금고,제2금융권,2,,,,
85,새마을금고,2303,봉산（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2305,성내（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2307,대신１동새마을금고,제2금융권,2,,,,
85,새마을금고,2309,동일새마을금고,제2금융권,2,,,,
85,새마을금고,2311,남산３동새마을금고,제2금융권,2,,,,
85,새마을금고,2312,남산４동새마을금고,제2금융권,2,,,,
85,새마을금고,2314,계명대학교동산의료원새마을금고,제2금융권,2,,,,
85,새마을금고,2318,대구원광새마을금고,제2금융권,2,,,,
85,새마을금고,2319,반고개새마을금고,제2금융권,2,,,,
85,새마을금고,2320,광장새마을금고,제2금융권,2,,,,
85,새마을금고,2322,날뫼새마을금고,제2금융권,2,,,,
85,새마을금고,2323,비산새마을금고,제2금융권,2,,,,
85,새마을금고,2324,달구벌새마을금고,제2금융권,2,,,,
85,새마을금고,2325,비산５동새마을금고,제2금융권,2,,,,
85,새마을금고,2326,만평새마을금고,제2금융권,2,,,,
85,새마을금고,2327,평상새마을금고,제2금융권,2,,,,
85,새마을금고,2328,평리동새마을금고,제2금융권,2,,,,
85,새마을금고,2329,대평새마을금고,제2금융권,2,,,,
85,새마을금고,2330,중평새마을금고,제2금융권,2,,,,
85,새마을금고,2331,와룡새마을금고,제2금융권,2,,,,
85,새마을금고,2332,원대１，２가동새마을금고,제2금융권,2,,,,
85,새마을금고,2333,원대３가새마을금고,제2금융권,2,,,,
85,새마을금고,2340,대봉새마을금고,제2금융권,2,,,,
85,새마을금고,2341,서대구새마을금고,제2금융권,2,,,,
85,새마을금고,2342,신암새마을금고,제2금융권,2,,,,
85,새마을금고,2343,동신（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2344,동구（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2345,신암４동새마을금고,제2금융권,2,,,,
85,새마을금고,2346,신천（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2347,동대구새마을금고,제2금융권,2,,,,
85,새마을금고,2348,신천４동새마을금고,제2금융권,2,,,,
85,새마을금고,2349,효목１동새마을금고,제2금융권,2,,,,
85,새마을금고,2352,지저새마을금고,제2금융권,2,,,,
85,새마을금고,2354,동촌새마을금고,제2금융권,2,,,,
85,새마을금고,2355,방촌새마을금고,제2금융권,2,,,,
85,새마을금고,2356,해안새마을금고,제2금융권,2,,,,
85,새마을금고,2357,신평（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2358,반야월새마을금고,제2금융권,2,,,,
85,새마을금고,2359,공산새마을금고,제2금융권,2,,,,
85,새마을금고,2360,불로봉무새마을금고,제2금융권,2,,,,
85,새마을금고,2362,아양새마을금고,제2금융권,2,,,,
85,새마을금고,2365,북구（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2366,칠성２가１동북성새마을금고,제2금융권,2,,,,
85,새마을금고,2367,칠성새마을금고,제2금융권,2,,,,
85,새마을금고,2368,오봉새마을금고,제2금융권,2,,,,
85,새마을금고,2370,침산새마을금고,제2금융권,2,,,,
85,새마을금고,2371,노원（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2372,노원３가１동원대새마을금고,제2금융권,2,,,,
85,새마을금고,2373,새북구 새마을금고,제2금융권,2,,,,
85,새마을금고,2375,산격３동새마을금고,제2금융권,2,,,,
85,새마을금고,2376,대현새마을금고,제2금융권,2,,,,
85,새마을금고,2377,복현새마을금고,제2금융권,2,,,,
85,새마을금고,2378,검단새마을금고,제2금융권,2,,,,
85,새마을금고,2379,무태새마을금고,제2금융권,2,,,,
85,새마을금고,2381,팔달（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2383,북대구새마을금고,제2금융권,2,,,,
85,새마을금고,2385,경상북도청새마을금고,제2금융권,2,,,,
85,새마을금고,2386,칠성시장새마을금고,제2금융권,2,,,,
85,새마을금고,2387,팔공새마을금고,제2금융권,2,,,,
85,새마을금고,2388,이천（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2390,봉덕２동새마을금고,제2금융권,2,,,,
85,새마을금고,2391,봉덕３동새마을금고,제2금융권,2,,,,
85,새마을금고,2392,대명２동새마을금고,제2금융권,2,,,,
85,새마을금고,2394,남대구새마을금고,제2금융권,2,,,,
85,새마을금고,2395,대명５동새마을금고,제2금융권,2,,,,
85,새마을금고,2396,남구희망새마을금고,제2금융권,2,,,,
85,새마을금고,2397,계명새마을금고,제2금융권,2,,,,
85,새마을금고,2399,구일새마을금고,제2금융권,2,,,,
85,새마을금고,2403,수성중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2405,청구로새마을금고,제2금융권,2,,,,
85,새마을금고,2406,대원새마을금고,제2금융권,2,,,,
85,새마을금고,2407,남부（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2408,수성１가새마을금고,제2금융권,2,,,,
85,새마을금고,2409,수성２，３가새마을금고,제2금융권,2,,,,
85,새마을금고,2410,중동（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2411,상동새마을금고,제2금융권,2,,,,
85,새마을금고,2412,지범새마을금고,제2금융권,2,,,,
85,새마을금고,2415,두레새마을금고,제2금융권,2,,,,
85,새마을금고,2416,행복（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2417,대성（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2418,두류１，２동새마을금고,제2금융권,2,,,,
85,새마을금고,2420,두류새마을금고,제2금융권,2,,,,
85,새마을금고,2421,성일새마을금고,제2금융권,2,,,,
85,새마을금고,2422,우리새마을금고,제2금융권,2,,,,
85,새마을금고,2423,서부（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2424,갈산새마을금고,제2금융권,2,,,,
85,새마을금고,2425,성서새마을금고,제2금융권,2,,,,
85,새마을금고,2426,신당새마을금고,제2금융권,2,,,,
85,새마을금고,2427,이곡새마을금고,제2금융권,2,,,,
85,새마을금고,2429,월배새마을금고,제2금융권,2,,,,
85,새마을금고,2431,송현새마을금고,제2금융권,2,,,,
85,새마을금고,2434,화원새마을금고,제2금융권,2,,,,
85,새마을금고,2435,옥포（대구）새마을금고,제2금융권,2,,,,
85,새마을금고,2437,현풍새마을금고,제2금융권,2,,,,
85,새마을금고,2438,구지새마을금고,제2금융권,2,,,,
85,새마을금고,2439,유가새마을금고,제2금융권,2,,,,
85,새마을금고,2441,다사새마을금고,제2금융권,2,,,,
85,새마을금고,2501,신선（인천）새마을금고,제2금융권,2,,,,
85,새마을금고,2504,동인천새마을금고,제2금융권,2,,,,
85,새마을금고,2505,영종용유새마을금고,제2금융권,2,,,,
85,새마을금고,2508,화수２동새마을금고,제2금융권,2,,,,
85,새마을금고,2509,평화새마을금고,제2금융권,2,,,,
85,새마을금고,2510,송림새마을금고,제2금융권,2,,,,
85,새마을금고,2511,송림６동새마을금고,제2금융권,2,,,,
85,새마을금고,2513,제물포새마을금고,제2금융권,2,,,,
85,새마을금고,2514,용일새마을금고,제2금융권,2,,,,
85,새마을금고,2515,미추올새마을금고,제2금융권,2,,,,
85,새마을금고,2516,용현３동새마을금고,제2금융권,2,,,,
85,새마을금고,2517,용현４동새마을금고,제2금융권,2,,,,
85,새마을금고,2518,학익１동새마을금고,제2금융권,2,,,,
85,새마을금고,2519,학익２동새마을금고,제2금융권,2,,,,
85,새마을금고,2520,도화１동（인천）새마을금고,제2금융권,2,,,,
85,새마을금고,2521,도화２동（인천）새마을금고,제2금융권,2,,,,
85,새마을금고,2522,도화３동（인천）새마을금고,제2금융권,2,,,,
85,새마을금고,2523,주안새마을금고,제2금융권,2,,,,
85,새마을금고,2524,주안２동새마을금고,제2금융권,2,,,,
85,새마을금고,2525,주안동신기새마을금고,제2금융권,2,,,,
85,새마을금고,2526,석바위새마을금고,제2금융권,2,,,,
85,새마을금고,2527,관교문학동새마을금고,제2금융권,2,,,,
85,새마을금고,2532,신포중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2533,숭의새마을금고,제2금융권,2,,,,
85,새마을금고,2535,화도진새마을금고,제2금융권,2,,,,
85,새마을금고,2536,송북새마을금고,제2금융권,2,,,,
85,새마을금고,2537,연수（인천）새마을금고,제2금융권,2,,,,
85,새마을금고,2538,간석새마을금고,제2금융권,2,,,,
85,새마을금고,2539,상인천새마을금고,제2금융권,2,,,,
85,새마을금고,2540,만수새마을금고,제2금융권,2,,,,
85,새마을금고,2541,남동새마을금고,제2금융권,2,,,,
85,새마을금고,2542,구월남촌새마을금고,제2금융권,2,,,,
85,새마을금고,2548,부평１동새마을금고,제2금융권,2,,,,
85,새마을금고,2549,부평남부새마을금고,제2금융권,2,,,,
85,새마을금고,2550,부평제일새마을금고,제2금융권,2,,,,
85,새마을금고,2551,부평중앙새마을금고,제2금융권,2,,,,
85,새마을금고,2552,부평５동새마을금고,제2금융권,2,,,,
85,새마을금고,2554,산곡１동새마을금고,제2금융권,2,,,,
85,새마을금고,2555,산곡２，４동새마을금고,제2금융권,2,,,,
85,새마을금고,2556,청천새마을금고,제2금융권,2,,,,
85,새마을금고,2557,신성새마을금고,제2금융권,2,,,,
85,새마을금고,2559,부평새마을금고,제2금융권,2,,,,
85,새마을금고,2561,북인천새마을금고,제2금융권,2,,,,
85,새마을금고,2562,효성（인천）새마을금고,제2금융권,2,,,,
85,새마을금고,2563,계산새마을금고,제2금융권,2,,,,
85,새마을금고,2564,계양새마을금고,제2금융권,2,,,,
85,새마을금고,2567,서인천새마을금고,제2금융권,2,,,,
85,새마을금고,2568,정서진새마을금고,제2금융권,2,,,,
85,새마을금고,2569,서해새마을금고,제2금융권,2,,,,
85,새마을금고,2570,가좌１동새마을금고,제2금융권,2,,,,
85,새마을금고,2572,강화새마을금고,제2금융권,2,,,,
85,새마을금고,2601,동명（광주전남）새마을금고,제2금융권,2,,,,
85,새마을금고,2602,계림동새마을금고,제2금융권,2,,,,
85,새마을금고,2603,동광주새마을금고,제2금융권,2,,,,
85,새마을금고,2605,대광새마을금고,제2금융권,2,,,,
85,새마을금고,2606,서석（광주전남）새마을금고,제2금융권,2,,,,
85,새마을금고,2609,금남새마을금고,제2금융권,2,,,,
85,새마을금고,2610,동광（광주전남）새마을금고,제2금융권,2,,,,
85,새마을금고,2611,푸른새마을금고,제2금융권,2,,,,
85,새마을금고,2613,신가동새마을금고,제2금융권,2,,,,
85,새마을금고,2618,무진새마을금고,제2금융권,2,,,,
85,새마을금고,2619,서양새마을금고,제2금융권,2,,,,
